iter	MAE
361	173.9691926
362	173.95758
363	173.931326
364	173.9016382
365	173.8993184
366	173.8714611
367	173.867323
368	173.864307
369	173.8487351
370	173.834157
371	173.7782211
372	173.7763664
373	173.7703279
374	173.7674219
375	173.7611917
376	173.7159044
377	173.681603
378	173.6665307
379	173.6564714
380	173.6564006
381	173.6518046
382	173.6291129
383	173.6270563
384	173.6255398
385	173.6242573
386	173.5893807
387	173.570509
388	173.5368379
389	173.5173208
390	173.5016489
391	173.4867153
392	173.486136
393	173.4842857
394	173.4018188
395	173.3697514
396	173.3441571
397	173.1997656
398	173.1574191
399	173.1574085
400	173.1574079
401	173.1574074
402	173.157407
403	173.1534579
404	173.0798971
405	172.9651912
406	172.9651882
407	172.9651795
408	172.9651436
409	172.832194
410	172.8118574
411	172.7858086
412	172.7822141
413	172.7817236
414	172.7817235
415	172.7817233
416	172.7817232
417	172.7775464
418	172.7241181
419	172.6999482
420	172.6996608
421	172.6996302
422	172.6993247
423	172.6993245
424	172.6993228
425	172.6976678
426	172.6726461
427	172.5633805
428	172.5125372
429	172.4713786
430	172.4686089
431	172.4645702
432	172.4412362
433	172.424621
434	172.4202818
435	172.3521744
436	172.3141054
437	172.2851538
438	172.2850128
439	172.2803339
440	172.25149
441	172.2451638
442	172.244983
443	172.2111489
444	172.2091328
445	172.1904631
446	172.171185
447	172.1537559
448	172.1205222
449	172.104602
450	172.1027565
451	172.0594013
452	172.0511951
453	172.0407695
454	172.0214011
455	172.0097068
456	172.0003177
457	171.9873949
458	171.9867649
459	171.9653515
460	171.9061354
461	171.895128
462	171.8533214
463	171.8393927
464	171.8245713
465	171.8157474
466	171.717971
467	171.6958709
468	171.6736733
469	171.6525929
470	171.6106152
471	171.5804678
472	171.5787053
473	171.5047814
474	171.4529792
475	171.4509763
476	171.4052925
477	171.3898453
478	171.3439267
479	171.3390252
480	171.3355151
481	171.3290607
482	171.3059314
483	171.235539
484	171.2204885
485	171.2139574
486	171.1381409
487	171.0713955
488	171.0213135
489	171.0192008
490	171.018248
491	171.0181412
492	171.0180246
493	171.0179951
494	171.01654
495	171.0150067
496	171.0113011
497	170.9896135
498	170.9479098
499	170.8644534
500	170.8247981
501	170.7375976
502	170.7345355
503	170.7342933
504	170.7322635
505	170.7317972
506	170.7044148
507	170.6721176
508	170.6381749
509	170.6055105
510	170.4287065
511	170.3485086
512	170.3418545
513	170.3332497
514	170.3287512
515	170.3272866
516	170.3214976
517	170.3214968
518	170.3134472
519	170.3058735
520	170.1962229
521	170.1934725
522	170.1320945
523	170.0701491
524	170.0623241
525	170.0384565
526	170.0376223
527	170.0185041
528	169.9266124
529	169.879853
530	169.8131634
531	169.8131224
532	169.7746871
533	169.7745879
534	169.7503702
535	169.7400045
536	169.7073298
537	169.6438536
538	169.6437218
539	169.6434243
540	169.642484
541	169.6366897
542	169.6364198
543	169.636415
544	169.6360217
545	169.6348394
546	169.6325
547	169.6324996
548	169.6296699
549	169.6284274
550	169.6272051
551	169.6269815
552	169.6269329
553	169.6264415
554	169.6243925
555	169.6182301
556	169.6145269
557	169.6118988
558	169.6026728
559	169.6006505
560	169.599736
561	169.5784795
562	169.5626075
563	169.5612481
564	169.5611401
565	169.5589191
566	169.5585537
567	169.5562558
568	169.5562345
569	169.5543614
570	169.5492041
571	169.5492039
572	169.5490973
573	169.5486725
574	169.5474237
575	169.5323937
576	169.4944816
577	169.423465
578	169.3581986
579	169.3393974
580	169.3125421
581	169.1076716
582	169.0862371
583	169.084338
584	169.0676423
585	169.0660253
586	169.0511335
587	169.0505514
588	168.9518043
589	168.9076531
590	168.886421
591	168.8209895
592	168.8167601
593	168.799622
594	168.7995191
595	168.7992308
596	168.7938528
597	168.6212836
598	168.6212503
599	168.6204444
600	168.5930746
601	168.5924811
602	168.3702082
603	168.2724539
604	168.2718121
605	168.2322205
606	168.2320819
607	168.1975912
608	168.1517336
609	168.1225467
610	168.1113525
611	168.084909
612	168.0848949
613	168.0232535
614	168.0136709
615	168.0040537
616	167.9742223
617	167.9561082
618	167.8742763
619	167.8554474
620	167.8482617
621	167.8440167
622	167.8439004
623	167.8438877
624	167.8438019
625	167.7974554
626	167.7965548
627	167.7960073
628	167.7947612
629	167.7945762
630	167.7936805
631	167.789446
632	167.7596299
633	167.7459582
634	167.7362247
635	167.7129161
636	167.7119241
637	167.7048805
638	167.6992236
639	167.6950877
640	167.6825083
641	167.6808167
642	167.676535
643	167.6378047
644	167.6371777
645	167.6369151
646	167.6369093
647	167.6369091
648	167.6237057
649	167.5933621
650	167.5882138
651	167.5592614
652	167.5573214
653	167.5450546
654	167.4308647
655	167.4257567
656	167.420833
657	167.4206131
658	167.4143105
659	167.4101489
660	167.2834431
661	167.2801544
662	167.1966106
663	167.1921713
664	167.1919578
665	167.1919291
666	167.1836676
667	167.1273843
668	167.12601
669	167.0286623
670	167.0121665
671	166.8997844
672	166.8921031
673	166.8894315
674	166.88515
675	166.8822438
676	166.8670315
677	166.7943781
678	166.708817
679	166.6609186
680	166.6208227
681	166.6186032
682	166.6142385
683	166.6132461
684	166.6130572
685	166.5267796
686	166.5154215
687	166.5083548
688	166.5067557
689	166.4931713
690	166.4926665
691	166.4922434
692	166.487587
693	166.4861028
694	166.4855391
695	166.4722492
696	166.471945
697	166.4713724
698	166.4009145
699	166.4008577
700	166.3960419
701	166.3950142
702	166.3598457
703	166.3287575
704	166.3281703
705	166.1679541
706	166.0481205
707	165.9636209
708	165.9579076
709	165.9557809
710	165.8894549
711	165.8818962
712	165.8817474
713	165.8817239
714	165.8810101
715	165.6588842
716	165.6287247
717	165.6256137
718	165.6221795
719	165.6144456
720	165.6138316
721	165.5649906
722	165.5219254
723	165.4694172
724	165.450997
725	165.4250209
726	165.4138636
727	165.3312236
728	165.2872951
729	165.2819856
730	165.2818777
731	165.2818194
732	165.2063156
733	165.1485209
734	165.1485084
735	165.1469414
736	165.1469382
737	165.1469055
738	165.1464636
739	165.0793358
740	165.0792838
741	165.0716096
742	165.0715996
743	165.0689224
744	165.0664143
745	165.0663824
746	165.0662682
747	165.0468891
748	165.0465751
749	164.9700059
750	164.8066626
751	164.806174
752	164.805962
753	164.8023549
754	164.7230079
755	164.7229655
756	164.7173123
757	164.7116793
758	164.7115718
759	164.7086031
760	164.7037377
761	164.6376803
762	164.6207308
763	164.616624
764	164.6163091
765	164.6161806
766	164.5716978
767	164.5716973
768	164.5716973
769	164.5716951
770	164.5680262
771	164.5577166
772	164.5453206
773	164.5449576
774	164.537616
775	164.5348058
776	164.5150007
777	164.4554488
778	164.4097399
779	164.406302
780	164.3468874
781	164.3083378
782	164.308325
783	164.3083238
784	164.3083171
785	164.3083167
786	164.3082908
787	164.308224
788	164.2796271
789	164.2539133
790	164.2531182
791	164.2324985
792	164.2260346
793	164.2249439
794	164.2243848
795	164.16946
796	164.1523901
797	164.1523869
798	164.0971061
799	164.0916027
800	164.0913661
801	164.048092
802	164.0103637
803	164.0093059
804	164.0093059
805	163.9964583
806	163.9686316
807	163.8864923
808	163.7916367
809	163.7897857
810	163.7886285
811	163.7885913
812	163.7814884
813	163.7810049
814	163.7810003
815	163.7802358
816	163.7692305
817	163.7692213
818	163.7692036
819	163.7691142
820	163.6843245
821	163.684244
822	163.6837457
823	163.6836004
824	163.6104303
825	163.5411038
826	163.540734
827	163.5395646
828	163.539517
829	163.5395067
830	163.5097183
831	163.509718
832	163.5088194
833	163.5088155
834	163.5068212
835	163.4838938
836	163.4837756
837	163.4837755
838	163.4822477
839	163.4822446
840	163.4822348
841	163.4214962
842	163.4203
843	163.4202921
844	163.4199442
845	163.4189904
846	163.3081083
847	163.2907575
848	163.290199
849	163.2900643
850	163.290032
851	163.2876047
852	163.249246
853	163.2488094
854	163.2480595
855	163.2479507
856	163.2479078
857	163.2479032
858	163.2479008
859	163.2220573
860	163.1006715
861	163.100363
862	163.0982512
863	163.0979549
864	163.0950653
865	163.00153
866	163.0014537
867	162.9985717
868	162.9983102
869	162.9977573
870	162.9903958
871	162.9352381
872	162.9099452
873	162.9055163
874	162.9054025
875	162.9053026
876	162.9022359
877	162.8145451
878	162.8140479
879	162.8136098
880	162.7954759
881	162.7885057
882	162.7824426
883	162.7805069
884	162.7794279
885	162.7793624
886	162.7705809
887	162.7705413
888	162.735078
889	162.7128614
890	162.7012458
891	162.6530289
892	162.6527937
893	162.6423573
894	162.6187544
895	162.6183044
896	162.6152551
897	162.6152356
898	162.5638974
899	162.5275767
900	162.4778771
901	162.4773976
902	162.4500833
903	162.3701241
904	162.369912
905	162.3632435
906	162.3616491
907	162.3601961
908	162.3600117
909	162.3519074
910	162.3509276
911	162.3483031
912	162.3271228
913	162.2922451
914	162.2827944
915	162.2801898
916	162.2796418
917	162.2794213
918	162.2610721
919	162.2141145
920	162.210984
921	162.2070111
922	162.1929433
923	162.1859946
924	162.1278711
925	162.1274717
926	162.1274124
927	162.1261119
928	162.106595
929	162.1062745
930	162.0702856
931	162.0669766
932	162.0540457
933	162.0196248
934	162.0145588
935	162.0068948
936	162.0053888
937	161.9945918
938	161.9945171
939	161.9942648
940	161.9929879
941	161.9929546
942	161.9927426
943	161.9784662
944	161.9765573
945	161.9632672
946	161.9587668
947	161.9586016
948	161.9583225
949	161.9582907
950	161.949191
951	161.9204009
952	161.9109617
953	161.9089169
954	161.9089128
955	161.8754572
956	161.8443315
957	161.8414229
958	161.8360616
959	161.8360598
960	161.8360037
961	161.8191193
962	161.8109122
963	161.7820664
964	161.6944028
965	161.6943798
966	161.694121
967	161.685964
968	161.6644165
969	161.6236874
970	161.6137921
971	161.6137799
972	161.6036578
973	161.5912384
974	161.5764343
975	161.5764217
976	161.4897318
977	161.4894491
978	161.4894435
979	161.4877323
980	161.4862191
981	161.4719163
982	161.4482337
983	161.4206754
984	161.4202207
985	161.3849993
986	161.3761049
987	161.3694326
988	161.3692666
989	161.3357041
990	161.312848
991	161.3016667
992	161.3016644
993	161.2465217
994	161.2183959
995	161.2183811
996	161.218376
997	161.2183231
998	161.1505887
999	161.150396
